,Population,Density,Wealthy,median_age,intersections,total_watts,total_lightbulbs,one_way_signs,speed_limit_signs,no_u_turn_signs,stop_sign,yield_sign,accidents
350,21397,11321.16402116402,35213.54259942983,12939,217.0,118659.0,1355.0,39.0,53.0,2.0,318.0,1.0,945
351,21397,11321.16402116402,35213.54259942983,12939,172.0,80313.0,954.0,5.0,30.0,0.0,284.0,0.0,900
352,48581,8405.017301038062,28496.06720734444,30688,236.0,41821.0,503.0,16.0,30.0,1.0,112.0,4.0,465
353,48581,8405.017301038062,28496.06720734444,30688,145.0,22705.0,254.0,0.0,18.0,6.0,77.0,1.0,198
354,7827,4953.79746835443,29720.632298454067,3518,14.0,812.0,14.0,2.0,15.0,0.0,5.0,0.0,1
355,7827,4953.79746835443,29720.632298454067,3518,33.0,1552.0,28.0,2.0,15.0,0.0,4.0,0.0,7
356,32327,8808.446866485014,13199.176137593962,15006,48.0,15969.0,204.0,5.0,10.0,5.0,22.0,0.0,91
357,47596,13111.84573002755,11986.65163038911,17204,42.0,19679.0,309.0,5.0,13.0,6.0,39.0,0.0,305
358,47596,13111.84573002755,11986.65163038911,17204,81.0,41532.0,459.0,0.0,11.0,0.0,94.0,1.0,413
359,64458,16570.17994858612,13523.166278817214,25116,74.0,42382.0,453.0,0.0,15.0,0.0,91.0,0.0,242
360,7827,4953.79746835443,29720.632298454067,3518,14.0,396.0,7.0,2.0,15.0,0.0,5.0,0.0,5
361,7827,4953.79746835443,29720.632298454067,3518,47.0,12212.0,216.0,0.0,12.0,0.0,84.0,0.0,58
362,32327,8808.446866485014,13199.176137593962,15006,24.0,3638.0,102.0,0.0,1.0,0.0,21.0,0.0,23
363,32327,8808.446866485014,13199.176137593962,15006,47.0,21365.0,373.0,0.0,2.0,0.0,57.0,1.0,227
364,47596,13111.84573002755,11986.65163038911,17204,80.0,37660.0,416.0,0.0,6.0,0.0,95.0,1.0,391
365,64458,16570.17994858612,13523.166278817214,25116,82.0,48673.0,513.0,8.0,15.0,0.0,85.0,0.0,626
366,44789,10844.794188861986,13738.797383286077,17172,22.0,588.0,11.0,2.0,15.0,0.0,9.0,0.0,11
367,44789,10844.794188861986,13738.797383286077,17172,60.0,11488.0,207.0,0.0,6.0,0.0,54.0,0.0,43
368,32327,8808.446866485014,13199.176137593962,15006,25.0,4453.0,78.0,0.0,1.0,0.0,14.0,0.0,57
369,32327,8808.446866485014,13199.176137593962,15006,58.0,29460.0,456.0,0.0,7.0,0.0,60.0,0.0,209
370,47596,13111.84573002755,11986.65163038911,17204,88.0,37596.0,427.0,3.0,4.0,0.0,107.0,0.0,283
371,64458,16570.17994858612,13523.166278817214,25116,66.0,34633.0,408.0,31.0,16.0,0.0,84.0,1.0,321
372,48606,10276.109936575052,12352.223367485496,17150,20.0,2381.0,25.0,0.0,1.0,0.0,8.0,0.0,13
373,44789,10844.794188861986,13738.797383286077,17172,57.0,32495.0,354.0,0.0,15.0,5.0,87.0,0.0,432
374,44789,10844.794188861986,13738.797383286077,17172,69.0,40222.0,429.0,3.0,12.0,6.0,104.0,0.0,461
375,44789,10844.794188861986,13738.797383286077,17172,98.0,48958.0,492.0,4.0,6.0,0.0,66.0,1.0,389
376,32327,8808.446866485014,13199.176137593962,15006,75.0,49463.0,510.0,27.0,9.0,0.0,76.0,1.0,372
377,49310,17003.44827586207,9748.53518556074,16658,65.0,40735.0,447.0,0.0,15.0,0.0,83.0,0.0,566
378,64458,16570.17994858612,13523.166278817214,25116,63.0,34061.0,388.0,13.0,14.0,0.0,53.0,0.0,363
379,44789,10844.794188861986,13738.797383286077,17172,81.0,24919.0,350.0,0.0,14.0,0.0,124.0,0.0,209
380,44789,10844.794188861986,13738.797383286077,17172,59.0,23254.0,339.0,0.0,5.0,0.0,130.0,0.0,216
381,44789,10844.794188861986,13738.797383286077,17172,74.0,32161.0,411.0,5.0,5.0,0.0,101.0,1.0,150
382,49310,17003.44827586207,9748.53518556074,16658,69.0,34483.0,406.0,3.0,8.0,2.0,73.0,0.0,165
383,49310,17003.44827586207,9748.53518556074,16658,59.0,29719.0,345.0,0.0,9.0,0.0,85.0,0.0,205
384,49310,17003.44827586207,9748.53518556074,16658,58.0,37025.0,386.0,0.0,9.0,0.0,88.0,0.0,378
385,48606,10276.109936575052,12352.223367485496,17150,16.0,1248.0,15.0,0.0,1.0,0.0,8.0,0.0,3
386,48606,10276.109936575052,12352.223367485496,17150,58.0,17078.0,194.0,0.0,11.0,0.0,61.0,0.0,79
387,48606,10276.109936575052,12352.223367485496,17150,72.0,23197.0,265.0,0.0,6.0,0.0,81.0,0.0,112
388,44789,10844.794188861986,13738.797383286077,17172,77.0,33751.0,395.0,0.0,11.0,0.0,136.0,0.0,302
389,44789,10844.794188861986,13738.797383286077,17172,71.0,35696.0,385.0,3.0,16.0,0.0,110.0,0.0,354
390,32821,17005.699481865286,9149.374790530454,9795,38.0,28347.0,320.0,0.0,16.0,0.0,61.0,0.0,275
391,32821,17005.699481865286,9149.374790530454,9795,68.0,37114.0,406.0,1.0,8.0,0.0,101.0,0.0,366
392,49310,17003.44827586207,9748.53518556074,16658,67.0,33511.0,348.0,0.0,12.0,0.0,90.0,0.0,416
393,49310,17003.44827586207,9748.53518556074,16658,58.0,38019.0,364.0,0.0,19.0,0.0,69.0,0.0,442
394,48606,10276.109936575052,12352.223367485496,17150,30.0,4408.0,46.0,8.0,3.0,0.0,18.0,0.0,34
395,48606,10276.109936575052,12352.223367485496,17150,66.0,35640.0,374.0,8.0,12.0,2.0,101.0,0.0,315
396,48606,10276.109936575052,12352.223367485496,17150,57.0,35266.0,379.0,0.0,19.0,0.0,113.0,0.0,548
397,48606,10276.109936575052,12352.223367485496,17150,76.0,40227.0,439.0,0.0,11.0,0.0,147.0,0.0,548
398,32821,17005.699481865286,9149.374790530454,9795,56.0,35128.0,379.0,0.0,6.0,0.0,91.0,0.0,531
399,32821,17005.699481865286,9149.374790530454,9795,60.0,34623.0,374.0,4.0,8.0,0.0,109.0,0.0,413
400,32821,17005.699481865286,9149.374790530454,9795,71.0,42407.0,450.0,0.0,6.0,0.0,100.0,0.0,511
401,49310,17003.44827586207,9748.53518556074,16658,53.0,33354.0,359.0,1.0,12.0,0.0,85.0,3.0,396
402,59185,30825.520833333336,6737.659339359635,20332,68.0,41957.0,433.0,0.0,13.0,0.0,88.0,0.0,646
403,89779,17466.731517509732,7774.718887490393,27479,46.0,10418.0,113.0,2.0,2.0,0.0,40.0,0.0,43
404,48606,10276.109936575052,12352.223367485496,17150,61.0,26064.0,293.0,0.0,14.0,0.0,82.0,0.0,312
405,48606,10276.109936575052,12352.223367485496,17150,65.0,34450.0,420.0,0.0,15.0,0.0,126.0,0.0,448
406,32821,17005.699481865286,9149.374790530454,9795,39.0,26870.0,334.0,0.0,9.0,0.0,71.0,0.0,390
407,32821,17005.699481865286,9149.374790530454,9795,61.0,30017.0,350.0,0.0,5.0,0.0,105.0,0.0,298
408,32821,17005.699481865286,9149.374790530454,9795,42.0,35123.0,382.0,0.0,7.0,0.0,66.0,0.0,405
409,40920,16566.801619433198,6411.797971652004,12762,57.0,35944.0,386.0,0.0,8.0,0.0,107.0,0.0,311
410,59185,30825.520833333336,6737.659339359635,20332,64.0,38468.0,380.0,0.0,11.0,0.0,66.0,2.0,406
411,26872,10102.255639097744,8890.417869901756,7385,56.0,19207.0,201.0,9.0,4.0,1.0,39.0,0.0,98
412,89779,17466.731517509732,7774.718887490393,27479,50.0,17934.0,197.0,15.0,4.0,0.0,39.0,0.0,162
413,89779,17466.731517509732,7774.718887490393,27479,70.0,20576.0,204.0,25.0,6.0,0.0,66.0,0.0,200
414,89779,17466.731517509732,7774.718887490393,27479,75.0,44644.0,290.0,17.0,7.0,0.0,68.0,0.0,369
415,66266,18666.47887323944,6998.2203694202135,17127,103.0,42442.0,455.0,20.0,8.0,0.0,128.0,2.0,363
416,62276,21928.16901408451,6879.029963388785,17192,55.0,29595.0,391.0,0.0,6.0,0.0,75.0,0.0,511
417,62276,21928.16901408451,6879.029963388785,17192,60.0,32142.0,402.0,0.0,4.0,0.0,98.0,0.0,443
418,40920,16566.801619433198,6411.797971652004,12762,74.0,49051.0,495.0,0.0,3.0,0.0,69.0,0.0,496
419,40920,16566.801619433198,6411.797971652004,12762,83.0,49266.0,487.0,2.0,13.0,2.0,89.0,0.0,410
420,59185,30825.520833333336,6737.659339359635,20332,63.0,41802.0,420.0,6.0,13.0,0.0,63.0,0.0,513
421,26872,10102.255639097744,8890.417869901756,7385,93.0,30641.0,317.0,9.0,13.0,1.0,71.0,0.0,183
422,89779,17466.731517509732,7774.718887490393,27479,74.0,40612.0,436.0,24.0,17.0,2.0,96.0,0.0,354
423,89779,17466.731517509732,7774.718887490393,27479,63.0,39700.0,409.0,41.0,22.0,0.0,79.0,0.0,458
424,66266,18666.47887323944,6998.2203694202135,17127,83.0,39322.0,421.0,37.0,16.0,1.0,75.0,0.0,680
425,66266,18666.47887323944,6998.2203694202135,17127,102.0,41003.0,519.0,78.0,15.0,6.0,126.0,1.0,875
426,62276,21928.16901408451,6879.029963388785,17192,74.0,41247.0,514.0,43.0,11.0,0.0,66.0,0.0,637
427,62276,21928.16901408451,6879.029963388785,17192,86.0,34759.0,399.0,102.0,6.0,2.0,86.0,0.0,710
428,40920,16566.801619433198,6411.797971652004,12762,60.0,56686.0,533.0,15.0,4.0,0.0,17.0,0.0,458
429,40920,16566.801619433198,6411.797971652004,12762,78.0,59446.0,498.0,9.0,8.0,2.0,74.0,0.0,357
430,59185,30825.520833333336,6737.659339359635,20332,76.0,53234.0,471.0,1.0,8.0,0.0,69.0,4.0,551
431,26872,10102.255639097744,8890.417869901756,7385,54.0,28571.0,300.0,0.0,8.0,0.0,37.0,0.0,212
432,26872,10102.255639097744,8890.417869901756,7385,148.0,79981.0,794.0,87.0,40.0,0.0,173.0,0.0,800
433,66266,18666.47887323944,6998.2203694202135,17127,138.0,88540.0,813.0,106.0,38.0,2.0,184.0,0.0,816
434,66266,18666.47887323944,6998.2203694202135,17127,125.0,82062.0,815.0,6.0,20.0,1.0,125.0,0.0,1032
435,66266,18666.47887323944,6998.2203694202135,17127,92.0,81898.0,737.0,5.0,20.0,0.0,90.0,0.0,1075
436,62276,21928.16901408451,6879.029963388785,17192,108.0,95357.0,798.0,9.0,26.0,0.0,108.0,0.0,861
437,62276,21928.16901408451,6879.029963388785,17192,107.0,108967.0,830.0,8.0,20.0,0.0,115.0,0.0,977
438,103892,24217.249417249415,6533.539887575559,23547,145.0,121384.0,1218.0,15.0,35.0,4.0,155.0,0.0,780
439,18986,11102.923976608188,10373.587748867589,8245,163.0,157635.0,1501.0,152.0,40.0,3.0,123.0,1.0,1199
440,18986,11102.923976608188,10373.587748867589,8245,156.0,172201.0,1251.0,62.0,15.0,1.0,112.0,0.0,887
441,40952,12372.205438066465,7581.983541707365,10617,55.0,16420.0,224.0,0.0,3.0,0.0,44.0,0.0,136
442,40952,12372.205438066465,7581.983541707365,10617,106.0,48598.0,591.0,0.0,12.0,0.0,152.0,0.0,527
443,51223,16739.54248366013,6877.357417566328,12598,127.0,46397.0,491.0,0.0,19.0,4.0,145.0,0.0,423
444,57110,16317.142857142857,7384.155804587638,13788,105.0,33304.0,392.0,0.0,13.0,0.0,127.0,0.0,473
445,57110,16317.142857142857,7384.155804587638,13788,87.0,21541.0,232.0,22.0,14.0,0.0,65.0,0.0,359
446,103892,24217.249417249415,6533.539887575559,23547,75.0,33916.0,405.0,0.0,5.0,0.0,70.0,0.0,418
447,103892,24217.249417249415,6533.539887575559,23547,91.0,62848.0,838.0,0.0,13.0,0.0,123.0,0.0,828
448,103892,24217.249417249415,6533.539887575559,23547,122.0,69815.0,809.0,0.0,10.0,0.0,154.0,0.0,675
449,0,0.0,23714.90609114098,0,169.0,93321.0,823.0,154.0,21.0,0.0,142.0,2.0,1111
450,0,0.0,23714.90609114098,0,132.0,296695.0,2195.0,733.0,26.0,1.0,22.0,0.0,1965
451,40952,12372.205438066465,7581.983541707365,10617,139.0,59014.0,635.0,16.0,19.0,0.0,145.0,0.0,572
452,51223,16739.54248366013,6877.357417566328,12598,137.0,55547.0,676.0,9.0,16.0,0.0,135.0,2.0,499
453,57110,16317.142857142857,7384.155804587638,13788,102.0,26119.0,326.0,29.0,5.0,0.0,62.0,0.0,174
454,103892,24217.249417249415,6533.539887575559,23547,116.0,43158.0,489.0,85.0,15.0,0.0,77.0,0.0,413
455,3951,1908.6956521739123,10492.962541128829,1761,92.0,50875.0,505.0,84.0,16.0,0.0,88.0,0.0,430
456,3951,1908.6956521739123,10492.962541128829,1761,151.0,51086.0,537.0,46.0,14.0,0.0,98.0,2.0,775
457,11772,17570.149253731342,9810.939347604486,7516,143.0,193220.0,1398.0,279.0,13.0,4.0,103.0,2.0,1437
458,40952,12372.205438066465,7581.983541707365,10617,83.0,18498.0,257.0,48.0,3.0,0.0,90.0,0.0,197
459,51223,16739.54248366013,6877.357417566328,12598,68.0,5503.0,62.0,10.0,1.0,0.0,13.0,0.0,77
460,3223,554.7332185886403,12298.115730685697,921,57.0,27282.0,235.0,0.0,11.0,0.0,26.0,1.0,191
461,3951,1908.6956521739123,10492.962541128829,1761,130.0,58057.0,494.0,2.0,12.0,2.0,62.0,0.0,476
462,11772,17570.149253731342,9810.939347604486,7516,185.0,82646.0,744.0,18.0,16.0,0.0,113.0,0.0,354
463,45903,10877.488151658768,8422.114829096137,11259,89.0,33282.0,377.0,2.0,12.0,0.0,66.0,1.0,237
464,45903,10877.488151658768,8422.114829096137,11259,178.0,74766.0,738.0,0.0,17.0,6.0,149.0,0.0,607
465,48852,14939.449541284404,7311.482088757881,13690,149.0,85100.0,945.0,9.0,18.0,0.0,163.0,0.0,768
466,45903,10877.488151658768,8422.114829096137,11259,92.0,29151.0,387.0,1.0,11.0,0.0,72.0,0.0,205
467,45903,10877.488151658768,8422.114829096137,11259,142.0,67382.0,664.0,5.0,17.0,0.0,123.0,0.0,444
468,55758,17051.376146788993,8558.582409699056,14012,148.0,60957.0,665.0,6.0,5.0,0.0,156.0,0.0,359
469,26872,10102.255639097744,8890.417869901756,7385,19.0,2422.0,37.0,0.0,3.0,0.0,5.0,0.0,3
470,26872,10102.255639097744,8890.417869901756,7385,85.0,11467.0,170.0,0.0,10.0,0.0,35.0,0.0,24
471,26872,10102.255639097744,8890.417869901756,7385,20.0,33916.0,391.0,0.0,0.0,0.0,5.0,0.0,1
472,26872,10102.255639097744,8890.417869901756,7385,31.0,156.0,3.0,0.0,4.0,0.0,10.0,0.0,7
473,26872,10102.255639097744,8890.417869901756,7385,168.0,34344.0,472.0,8.0,29.0,8.0,128.0,1.0,168
474,26872,10102.255639097744,8890.417869901756,7385,72.0,7702.0,81.0,4.0,7.0,0.0,30.0,0.0,139
475,26872,10102.255639097744,8890.417869901756,7385,58.0,674.0,9.0,1.0,2.0,0.0,12.0,0.0,10
476,26872,10102.255639097744,8890.417869901756,7385,88.0,11286.0,126.0,7.0,4.0,2.0,22.0,0.0,144
477,26872,10102.255639097744,8890.417869901756,7385,66.0,11881.0,125.0,1.0,8.0,0.0,11.0,0.0,120
478,26872,10102.255639097744,8890.417869901756,7385,32.0,18524.0,153.0,6.0,3.0,4.0,13.0,0.0,79
479,26872,10102.255639097744,8890.417869901756,7385,24.0,10662.0,66.0,0.0,2.0,0.0,1.0,0.0,55
480,26872,10102.255639097744,8890.417869901756,7385,73.0,2260.0,24.0,10.0,5.0,1.0,97.0,0.0,37
481,26872,10102.255639097744,8890.417869901756,7385,143.0,18370.0,284.0,5.0,9.0,0.0,212.0,0.0,179
482,26872,10102.255639097744,8890.417869901756,7385,123.0,16817.0,263.0,14.0,20.0,0.0,129.0,0.0,102
483,26872,10102.255639097744,8890.417869901756,7385,64.0,10031.0,135.0,7.0,15.0,0.0,52.0,0.0,36
484,26872,10102.255639097744,8890.417869901756,7385,154.0,39160.0,571.0,18.0,22.0,4.0,150.0,0.0,263
485,26872,10102.255639097744,8890.417869901756,7385,119.0,28543.0,465.0,0.0,12.0,0.0,107.0,0.0,138
486,26872,10102.255639097744,8890.417869901756,7385,103.0,41067.0,522.0,4.0,8.0,0.0,135.0,0.0,223
487,26872,10102.255639097744,8890.417869901756,7385,75.0,26766.0,209.0,0.0,11.0,0.0,33.0,0.0,85
488,26872,10102.255639097744,8890.417869901756,7385,93.0,7365.0,107.0,0.0,10.0,0.0,107.0,0.0,101
489,26872,10102.255639097744,8890.417869901756,7385,81.0,31099.0,353.0,11.0,26.0,0.0,203.0,0.0,593
490,26872,10102.255639097744,8890.417869901756,7385,129.0,39846.0,400.0,7.0,31.0,5.0,132.0,0.0,334
491,26872,10102.255639097744,8890.417869901756,7385,6.0,7004.0,73.0,0.0,7.0,0.0,2.0,0.0,82
492,26872,10102.255639097744,8890.417869901756,7385,69.0,29514.0,331.0,18.0,18.0,1.0,45.0,0.0,270
493,26872,10102.255639097744,8890.417869901756,7385,26.0,216.0,3.0,2.0,15.0,0.0,90.0,0.0,2
494,26872,10102.255639097744,8890.417869901756,7385,32.0,3570.0,42.0,2.0,15.0,0.0,2.0,0.0,18
495,26872,10102.255639097744,8890.417869901756,7385,69.0,25164.0,261.0,0.0,6.0,0.0,24.0,0.0,113
496,26872,10102.255639097744,8890.417869901756,7385,41.0,10417.0,117.0,9.0,5.0,0.0,22.0,0.0,107
497,26872,10102.255639097744,8890.417869901756,7385,53.0,13337.0,165.0,16.0,5.0,0.0,14.0,0.0,80
498,26872,10102.255639097744,8890.417869901756,7385,45.0,8150.0,90.0,8.0,11.0,0.0,51.0,0.0,55
499,26872,10102.255639097744,8890.417869901756,7385,111.0,58718.0,558.0,31.0,12.0,0.0,196.0,0.0,457
500,26872,10102.255639097744,8890.417869901756,7385,70.0,19583.0,188.0,4.0,8.0,1.0,71.0,0.0,174
501,26872,10102.255639097744,8890.417869901756,7385,8.0,2538.0,26.0,0.0,3.0,0.0,4.0,0.0,15
502,26872,10102.255639097744,8890.417869901756,7385,48.0,10912.0,127.0,4.0,6.0,0.0,14.0,1.0,118
503,26872,10102.255639097744,8890.417869901756,7385,5.0,33916.0,391.0,2.0,15.0,0.0,90.0,0.0,1
504,26872,10102.255639097744,8890.417869901756,7385,31.0,16108.0,107.0,2.0,6.0,0.0,10.0,0.0,52
505,26872,10102.255639097744,8890.417869901756,7385,139.0,50473.0,517.0,0.0,10.0,0.0,63.0,0.0,160
506,26872,10102.255639097744,8890.417869901756,7385,106.0,42058.0,488.0,0.0,8.0,0.0,73.0,0.0,159
507,26872,10102.255639097744,8890.417869901756,7385,2.0,1638.0,14.0,2.0,15.0,0.0,90.0,0.0,1
508,26872,10102.255639097744,8890.417869901756,7385,63.0,29888.0,227.0,15.0,10.0,4.0,59.0,0.0,84
509,26872,10102.255639097744,8890.417869901756,7385,27.0,6541.0,58.0,14.0,4.0,7.0,15.0,0.0,47
510,26872,10102.255639097744,8890.417869901756,7385,91.0,55215.0,627.0,0.0,18.0,0.0,149.0,1.0,280
511,26872,10102.255639097744,8890.417869901756,7385,76.0,35209.0,398.0,4.0,17.0,5.0,111.0,0.0,303
512,26872,10102.255639097744,8890.417869901756,7385,21.0,33916.0,391.0,2.0,15.0,0.0,90.0,0.0,13
513,26872,10102.255639097744,8890.417869901756,7385,19.0,33916.0,391.0,0.0,2.0,0.0,3.0,0.0,4
514,26872,10102.255639097744,8890.417869901756,7385,95.0,46174.0,565.0,0.0,8.0,0.0,173.0,0.0,276
515,26872,10102.255639097744,8890.417869901756,7385,91.0,31406.0,372.0,0.0,9.0,1.0,147.0,0.0,207
516,26872,10102.255639097744,8890.417869901756,7385,6.0,33916.0,391.0,2.0,15.0,0.0,90.0,0.0,1
517,26872,10102.255639097744,8890.417869901756,7385,12.0,12478.0,40.0,0.0,2.0,0.0,5.0,0.0,14
518,26872,10102.255639097744,8890.417869901756,7385,98.0,42814.0,564.0,8.0,16.0,0.0,109.0,0.0,262
519,26872,10102.255639097744,8890.417869901756,7385,123.0,43264.0,490.0,2.0,22.0,0.0,114.0,0.0,240
520,26872,10102.255639097744,8890.417869901756,7385,5.0,28510.0,64.0,2.0,15.0,0.0,90.0,0.0,52
521,26872,10102.255639097744,8890.417869901756,7385,104.0,25067.0,313.0,7.0,9.0,0.0,92.0,0.0,129
522,26872,10102.255639097744,8890.417869901756,7385,52.0,14702.0,208.0,0.0,7.0,0.0,70.0,0.0,104
523,26872,10102.255639097744,8890.417869901756,7385,108.0,33916.0,391.0,2.0,15.0,0.0,90.0,0.0,4
524,26872,10102.255639097744,8890.417869901756,7385,5.0,33916.0,391.0,2.0,15.0,0.0,2.0,0.0,4
525,26872,10102.255639097744,8890.417869901756,7385,63.0,33443.0,237.0,8.0,14.0,3.0,38.0,0.0,106
526,26872,10102.255639097744,8890.417869901756,7385,62.0,28670.0,268.0,0.0,13.0,0.0,46.0,1.0,126
